system:index,B2,B3,B4,B8,B11,ndvi,ndwi,classification,landcover
1_1_2_41_108_0,0.083,0.1013,0.1484,0.1736,0.1633,0.07826087,-0.26300472,0,0
1_1_2_41_109_0,0.0874,0.1027,0.1021,0.1391,0.15,0.15339966,-0.15053764,0,0
1_1_2_41_114_0,0.0469,0.0569,0.083,0.1163,0.1132,0.1670848,-0.34295613,0,0
1_1_2_41_118_0,0.0407,0.0455,0.0465,0.0676,0.0652,0.1849255,-0.1954023,0,0
1_1_2_41_121_0,0.0782,0.0883,0.0949,0.1004,0.0939,0.028161803,-0.064122945,0,0
1_1_2_41_123_0,0.0488,0.0568,0.0716,0.0974,0.101,0.15266272,-0.26329443,0,0
1_1_2_41_124_0,0.0581,0.0723,0.1278,0.1813,0.1435,0.17308314,-0.42981073,0,0
1_1_2_41_127_0,0.0641,0.075,0.1001,0.1235,0.1594,0.10465116,-0.24433249,0,0
1_1_2_41_128_0,0.0548,0.0725,0.0994,0.1349,0.1384,0.15151516,-0.3008679,0,0
1_1_2_41_130_0,0.0791,0.0892,0.1055,0.1314,0.1157,0.10932883,-0.19129646,0,0
1_1_2_41_139_0,0.0395,0.0423,0.0454,0.0587,0.0542,0.12776177,-0.16237624,0,0
1_1_2_41_140_0,0.0265,0.0303,0.0312,0.0389,0.051,0.10984308,-0.12427746,0,0
1_1_2_41_143_0,0.0552,0.064,0.0691,0.0751,0.0856,0.041608877,-0.079798706,0,0
1_1_2_41_144_0,0.0556,0.063,0.0704,0.0865,0.0912,0.10261313,-0.15719064,0,0
1_1_2_41_146_0,0.0534,0.059,0.098,0.1263,0.1244,0.1261703,-0.36319482,0,0
1_1_2_41_147_0,0.0384,0.0458,0.0596,0.0805,0.1104,0.14917916,-0.27474266,0,0
1_1_2_41_149_0,0.0607,0.0667,0.0785,0.0869,0.1003,0.050785974,-0.13151042,0,0
1_1_2_41_151_0,0.0524,0.0574,0.0681,0.0802,0.0855,0.08159137,-0.16569768,0,0
1_1_2_41_152_0,0.0421,0.0499,0.0573,0.0693,0.0806,0.09478673,-0.16275167,0,0
1_1_2_41_155_0,0.0475,0.0513,0.0519,0.0951,0.0845,0.29387754,-0.29918033,0,0
1_1_2_41_163_0,0.0353,0.0381,0.0421,0.0578,0.0701,0.15715715,-0.20542231,0,0
1_1_2_41_165_0,0.0651,0.0715,0.0754,0.0918,0.1009,0.098086126,-0.12431108,0,0
1_1_2_41_166_0,0.1039,0.1216,0.1113,0.1527,0.1104,0.15681818,-0.11337951,0,0
1_1_2_41_168_0,0.0312,0.0357,0.0387,0.0841,0.0936,0.36970684,-0.4040067,0,0
1_1_2_41_172_0,0.0591,0.0703,0.1059,0.1589,0.1743,0.20015106,-0.38656196,0,0
1_1_2_41_173_0,0.0615,0.0726,0.1307,0.1751,0.2071,0.14519294,-0.41380703,0,0
1_1_2_41_175_0,0.1004,0.1131,0.0862,0.1532,0.1267,0.27986634,-0.15058205,0,0
1_1_2_41_176_0,0.1004,0.1131,0.0862,0.1532,0.1267,0.27986634,-0.15058205,0,0
1_1_2_41_179_0,0.071,0.0841,0.1287,0.1563,0.116,0.0968421,-0.30033278,0,0
1_1_2_41_182_0,0.0356,0.0456,0.0556,0.0995,0.0986,0.2830432,-0.37146795,0,0
1_1_2_41_184_0,0.0487,0.0552,0.0573,0.0828,0.0771,0.18201284,-0.2,0,0
1_1_2_41_186_0,0.0952,0.0962,0.1078,0.1247,0.1203,0.07268817,-0.12901765,0,0
1_1_2_41_189_0,0.0318,0.0459,0.046,0.2103,0.1356,0.64104563,-0.6416862,2,0
1_1_2_41_194_0,0.0375,0.0498,0.103,0.1527,0.1848,0.1943684,-0.50814813,0,0
1_1_2_41_200_0,0.0433,0.0507,0.0584,0.0781,0.0976,0.14432235,-0.21273293,0,0
1_1_2_41_203_0,0.0452,0.044,0.047,0.06,0.085,0.12149533,-0.15384616,0,0
1_1_2_41_204_0,0.0388,0.0459,0.0469,0.0679,0.0922,0.18292683,-0.19332162,0,0
1_1_2_41_207_0,0.081,0.0974,0.1546,0.1764,0.1642,0.065861024,-0.28853178,0,0
1_1_2_42_1_0,0.0947,0.1048,0.1136,0.1383,0.1555,0.09805478,-0.13780338,0,0
1_1_2_42_2_0,0.1174,0.1264,0.1254,0.183,0.1559,0.18677042,-0.18293472,0,0
1_1_2_42_6_0,0.0592,0.0705,0.0694,0.243,0.1499,0.5556978,-0.5502392,3,0
1_1_2_42_7_0,0.1012,0.1074,0.1097,0.1407,0.136,0.12380192,-0.13422008,0,0
1_1_2_42_10_0,0.1241,0.1502,0.1586,0.1704,0.1581,0.03586626,-0.06300686,0,0
1_1_2_42_12_0,0.03,0.0431,0.0375,0.2065,0.1163,0.69262296,-0.6546474,2,0
1_1_2_42_13_0,0.03,0.0431,0.0375,0.2065,0.1163,0.69262296,-0.6546474,2,0
1_1_2_42_15_0,0.1534,0.166,0.1717,0.1739,0.1121,0.006365741,-0.02324213,0,0
1_1_2_42_16_0,0.1534,0.166,0.1717,0.1739,0.1121,0.006365741,-0.02324213,0,0
1_1_2_42_17_0,0.0521,0.0527,0.0529,0.0554,0.0756,0.023084026,-0.024976874,0,0
1_1_2_42_19_0,0.1023,0.106,0.1107,0.1168,0.1252,0.026813187,-0.04847397,0,0
1_1_2_42_21_0,0.0707,0.0868,0.0961,0.1132,0.14,0.081700906,-0.132,0,0
1_1_2_42_24_0,0.0518,0.0584,0.0588,0.0631,0.0829,0.035274815,-0.038683128,0,0
1_1_2_42_25_0,0.1179,0.1263,0.1207,0.1209,0.0985,8.28E-04,0.02184466,0,0
1_1_2_42_28_0,0.0783,0.0839,0.0793,0.083,0.1276,0.022797288,0.00539245,0,0
1_1_2_42_34_0,0.1248,0.1297,0.1321,0.1465,0.1527,0.051687006,-0.06082549,0,0
1_1_2_42_35_0,0.0978,0.1095,0.1051,0.1171,0.1449,0.0540054,-0.033539277,0,0
1_1_2_43_5_0,0.0815,0.0923,0.1018,0.1499,0.1819,0.19110052,-0.23781998,0,0
1_1_2_43_6_0,0.0751,0.083,0.0937,0.1434,0.1671,0.2096162,-0.26678446,0,0
1_1_2_43_9_0,0.0975,0.1081,0.1166,0.1451,0.19,0.108903326,-0.14612955,0,0
1_1_2_43_14_0,0.0244,0.0438,0.0316,0.2814,0.1476,0.79808307,-0.7306273,2,0
1_1_2_43_17_0,0.1058,0.1195,0.1445,0.2206,0.2399,0.20843604,-0.2972655,0,0
1_1_2_43_18_0,0.1058,0.1195,0.1445,0.2206,0.2399,0.20843604,-0.2972655,0,0
1_1_2_43_19_0,0.1505,0.1654,0.1921,0.2554,0.2429,0.14145252,-0.21387833,0,0
1_1_2_43_20_0,0.0856,0.0979,0.1103,0.1427,0.1774,0.12806325,-0.18620117,0,0
1_1_2_43_22_0,0.0678,0.0772,0.0871,0.1457,0.1671,0.25171822,-0.3073127,0,0
1_1_2_43_23_0,0.0853,0.0969,0.104,0.1383,0.1616,0.14156005,-0.17602041,0,0
1_1_2_43_24_0,0.1498,0.1542,0.1503,0.1671,0.1588,0.052930057,-0.040149394,0,0
1_1_2_43_29_0,0.0294,0.0494,0.0387,0.2649,0.137,0.7450593,-0.68565065,2,0
1_1_2_43_30_0,0.0528,0.0676,0.082,0.2134,0.1731,0.44482058,-0.51886123,0,0
1_1_2_43_31_0,0.0559,0.072,0.0787,0.2156,0.17,0.4651716,-0.4993046,0,0
1_1_2_43_32_0,0.1032,0.1148,0.134,0.1953,0.2219,0.18615244,-0.25959367,0,0
1_1_2_43_33_0,0.1032,0.1148,0.134,0.1953,0.2219,0.18615244,-0.25959367,0,0
1_1_2_43_34_0,0.1332,0.1507,0.1682,0.2092,0.2169,0.10863805,-0.16254514,0,0
1_1_2_43_35_0,0.0708,0.0856,0.094,0.1536,0.1576,0.24071082,-0.28428093,0,0
1_1_2_43_39_0,0.0746,0.0836,0.0685,0.0759,0.1121,0.05124654,0.048275862,0,0
1_1_2_43_40_0,0.1083,0.1222,0.1199,0.1363,0.1573,0.06401249,-0.054545455,0,0
1_1_2_43_42_0,0.094,0.1136,0.1409,0.182,0.1816,0.12728399,-0.23139377,0,0
1_1_2_43_44_0,0.0394,0.0565,0.0488,0.2768,0.1579,0.7002457,-0.6609661,3,0
1_1_2_43_47_0,0.0799,0.0945,0.1225,0.2202,0.205,0.285089,-0.39942804,0,0
1_1_2_43_48_0,0.0799,0.0945,0.1225,0.2202,0.205,0.285089,-0.39942804,0,0
1_1_2_43_50_0,0.0624,0.0741,0.0786,0.1267,0.1329,0.23429129,-0.2619522,0,0
1_1_2_43_53_0,0.0422,0.0481,0.051,0.0641,0.0925,0.11381408,-0.14260249,0,0
1_1_2_43_54_0,0.031,0.0359,0.0366,0.0489,0.0845,0.14385965,-0.15330188,0,0
1_1_2_43_57_0,0.056,0.0742,0.1068,0.1528,0.1902,0.17719568,-0.3462555,0,0
1_1_2_43_58_0,0.0355,0.0539,0.0503,0.262,0.1683,0.67787385,-0.6587528,2,0
1_1_2_43_66_0,0.0812,0.0847,0.09,0.1039,0.1374,0.07168644,-0.10180276,0,0
1_1_2_43_69_0,0.0592,0.0685,0.0757,0.0933,0.1195,0.10414201,-0.15327565,0,0
1_1_2_43_73_0,0.023,0.0431,0.0302,0.3014,0.1369,0.81785285,-0.74978226,2,0
1_1_2_43_74_0,0.06,0.0836,0.0796,0.2526,0.149,0.5207706,-0.50267696,3,0
1_1_2_43_80_0,0.0573,0.07,0.0731,0.1134,0.1279,0.21608579,-0.23664123,0,0
1_1_2_43_81_0,0.0703,0.0713,0.076,0.0945,0.1328,0.1085044,-0.13992763,0,0
1_1_2_43_83_0,0.0729,0.0799,0.0836,0.1082,0.1381,0.1282586,-0.15045188,0,0
1_1_2_43_84_0,0.0621,0.0718,0.0838,0.1061,0.1392,0.117430225,-0.19280495,0,0
1_1_2_43_85_0,0.0929,0.0992,0.1006,0.1206,0.1408,0.09041591,-0.09736124,0,0
1_1_2_43_95_0,0.0525,0.0618,0.0648,0.123,0.1234,0.30990416,-0.33116883,0,0
1_1_2_43_96_0,0.0726,0.0806,0.0892,0.1116,0.1439,0.11155379,-0.16129032,0,0
1_1_2_43_98_0,0.0798,0.0866,0.0968,0.1271,0.1616,0.13532828,-0.18951802,0,0
1_1_2_43_101_0,0.0525,0.0689,0.0697,0.2225,0.1496,0.5229295,-0.5271105,0,0
1_1_2_44_1_0,0.0617,0.0731,0.0759,0.0909,0.1194,0.08992806,-0.108536586,0,0
1_1_2_44_2_0,0.0566,0.062,0.0622,0.0739,0.0893,0.0859662,-0.08756439,0,0
1_1_2_44_9_0,0.0779,0.0891,0.0892,0.1454,0.1342,0.23955669,-0.24008529,0,0
1_1_2_44_12_0,0.0842,0.0867,0.0851,0.0966,0.1164,0.06329114,-0.05400982,0,0
1_1_2_44_14_0,0.0874,0.0919,0.0929,0.115,0.1304,0.10630111,-0.11164814,0,0
1_1_2_44_19_0,0.0664,0.0632,0.0615,0.0731,0.1045,0.086181276,-0.07263389,0,0
1_1_2_44_22_0,0.1181,0.1187,0.1257,0.1467,0.1426,0.07709251,-0.10550113,0,0
1_1_2_44_24_0,0.0384,0.0431,0.0458,0.0554,0.058,0.09486166,-0.124873094,0,0
1_1_2_44_27_0,0.0314,0.0338,0.034,0.0463,0.0636,0.15317559,-0.15605493,0,0
1_1_2_44_36_0,0.111,0.1325,0.1473,0.1806,0.1897,0.101555355,-0.15362504,0,0
1_1_2_44_38_0,0.1239,0.1327,0.1421,0.1657,0.1849,0.076673165,-0.11058981,0,0
1_1_2_44_39_0,0.0734,0.0824,0.0918,0.1184,0.1356,0.12654614,-0.17928287,0,0
1_1_2_44_40_0,0.0422,0.0451,0.0517,0.0658,0.115,0.12,-0.18665464,0,0
1_1_2_44_41_0,0.0422,0.0451,0.0517,0.0658,0.115,0.12,-0.18665464,0,0
1_1_2_44_45_0,0.0327,0.0391,0.0365,0.092,0.0739,0.4319066,-0.40350878,0,0
1_1_2_44_50_0,0.0726,0.074,0.0732,0.0757,0.0789,0.016789792,-0.011356046,0,0
1_1_2_44_51_0,0.0561,0.0607,0.075,0.0811,0.0828,0.039077513,-0.1438646,0,0
1_1_2_44_56_0,0.0877,0.0808,0.0784,0.0919,0.1479,0.079271875,-0.064273305,0,0
1_1_2_44_62_0,0.0924,0.1078,0.0982,0.1469,0.1198,0.19869441,-0.15351394,0,0
1_1_2_44_63_0,0.0514,0.0563,0.0597,0.0698,0.0779,0.077992275,-0.10705789,0,0
1_1_2_44_66_0,0.0461,0.0558,0.0613,0.0828,0.0898,0.14920194,-0.19480519,0,0
1_1_2_44_71_0,0.0518,0.0624,0.1049,0.1259,0.1122,0.09098787,-0.33722782,0,0
1_1_2_44_77_0,0.0502,0.0537,0.0555,0.0768,0.1072,0.16099773,-0.17701149,0,0
1_1_2_44_79_0,0.0788,0.0925,0.1025,0.126,0.1537,0.10284464,-0.15331808,0,0
1_1_2_44_80_0,0.206,0.2374,0.2172,0.3144,0.2237,0.18284424,-0.13954331,0,0
1_1_2_44_82_0,0.1137,0.1257,0.1114,0.1608,0.1475,0.18148421,-0.122513086,0,0
1_1_2_44_83_0,0.0437,0.0484,0.052,0.0634,0.0854,0.09878683,-0.13416816,0,0
1_1_2_44_87_0,0.1504,0.1678,0.1643,0.1815,0.1334,0.049739733,-0.039221298,0,0
1_1_2_44_89_0,0.0534,0.0551,0.0691,0.0771,0.0925,0.054719564,-0.16641453,0,0
1_1_2_44_92_0,0.064,0.0784,0.1436,0.171,0.152,0.087094724,-0.3712911,0,0
1_1_2_44_98_0,0.094,0.1006,0.1027,0.1033,0.115,0.002912621,-0.013241786,0,0
1_1_2_44_99_0,0.1457,0.1499,0.1332,0.1311,0.1505,-0.007945516,0.06690391,0,0
1_1_2_44_108_0,0.0598,0.0716,0.0742,0.1096,0.0949,0.19260065,-0.20971303,0,0
1_1_2_44_110_0,0.0639,0.0675,0.0698,0.074,0.0923,0.029207231,-0.045936394,0,0
1_1_2_44_111_0,0.0567,0.0649,0.0652,0.0724,0.103,0.05232558,-0.054624908,0,0
1_1_2_44_114_0,0.0414,0.0514,0.0523,0.0913,0.1033,0.27158773,-0.27960756,0,0
1_1_2_44_115_0,0.0426,0.0476,0.0465,0.0772,0.0799,0.24818109,-0.23717949,0,0
1_1_2_44_118_0,0.134,0.1338,0.1299,0.129,0.1556,-0.003476246,0.01826484,0,0
1_1_2_44_120_0,0.0594,0.0668,0.0712,0.0866,0.1093,0.09759189,-0.12907432,0,0
1_1_2_44_121_0,0.1175,0.1231,0.109,0.1171,0.1275,0.035824858,0.024979183,0,0
1_1_2_44_122_0,0.1175,0.1231,0.109,0.1171,0.1275,0.035824858,0.024979183,0,0
1_1_2_44_127_0,0.0506,0.0542,0.0538,0.0729,0.083,0.1507498,-0.14712824,0,0
1_1_2_44_130_0,0.0843,0.0901,0.0943,0.105,0.1156,0.053687908,-0.07637109,0,0
1_1_2_44_133_0,0.2063,0.2341,0.2154,0.3123,0.2774,0.18362705,-0.14311859,0,0
1_1_2_44_139_0,0.1002,0.1066,0.1181,0.1346,0.1525,0.06529482,-0.11608624,0,0
1_1_2_44_141_0,0.0726,0.0824,0.0817,0.1247,0.1324,0.20833333,-0.20424916,0,0
1_1_2_44_142_0,0.0726,0.0824,0.0817,0.1247,0.1324,0.20833333,-0.20424916,0,0
1_1_2_44_147_0,0.036,0.0382,0.0398,0.0498,0.0656,0.11160714,-0.13181818,0,0
1_1_2_44_149_0,0.0541,0.0608,0.0612,0.0957,0.1068,0.21988527,-0.2230032,0,0
1_1_2_44_150_0,0.1345,0.1544,0.1669,0.2081,0.1868,0.109866664,-0.14813793,0,0
1_1_2_44_151_0,0.1345,0.1544,0.1669,0.2081,0.1868,0.109866664,-0.14813793,0,0
1_1_2_44_152_0,0.2024,0.2304,0.2241,0.3199,0.2716,0.17610294,-0.16263856,0,0
1_1_2_44_153_0,0.1491,0.1652,0.144,0.2028,0.2308,0.16955018,-0.10217391,0,0
1_1_2_44_156_0,0.1475,0.1496,0.1918,0.2531,0.2201,0.13778377,-0.25701514,0,0
1_1_2_44_158_0,0.1103,0.1231,0.1321,0.1633,0.1701,0.1056195,-0.14036313,0,0
1_1_2_44_159_0,0.1103,0.1231,0.1321,0.1633,0.1701,0.1056195,-0.14036313,0,0
1_1_2_44_163_0,0.0778,0.0874,0.0933,0.1268,0.1337,0.15220354,-0.18394025,0,0
1_1_2_44_164_0,0.098,0.105,0.1137,0.1308,0.1204,0.06993865,-0.10941476,0,0
1_1_2_44_165_0,0.0935,0.0972,0.0935,0.0929,0.1007,-0.003218884,0.022619674,0,0
1_1_2_44_170_0,0.0515,0.0597,0.0563,0.0668,0.108,0.085296504,-0.056126483,0,0
1_1_2_44_171_0,0.0515,0.0597,0.0563,0.0668,0.108,0.085296504,-0.056126483,0,0
1_1_2_44_172_0,0.0903,0.1056,0.0847,0.1172,0.1212,0.16097078,-0.05206463,0,0
1_1_2_44_175_0,0.0718,0.0865,0.0916,0.192,0.1803,0.35401973,-0.37881508,0,0
1_1_2_44_176_0,0.0873,0.0994,0.144,0.296,0.2142,0.34545454,-0.497218,3,0
1_1_2_44_182_0,0.1229,0.1135,0.1156,0.1151,0.1172,-0.002167317,-0.006999125,0,0
1_1_2_44_183_0,0.1229,0.1135,0.1156,0.1151,0.1172,-0.002167317,-0.006999125,0,0
1_1_2_44_186_0,0.0553,0.0608,0.0621,0.0805,0.1055,0.12903225,-0.13941967,0,0
1_1_2_44_187_0,0.0553,0.0608,0.0621,0.0805,0.1055,0.12903225,-0.13941967,0,0
1_1_2_44_188_0,0.0655,0.0713,0.079,0.0934,0.0991,0.083526686,-0.13418336,0,0
1_1_2_44_190_0,0.0442,0.0487,0.0694,0.0867,0.1065,0.110826395,-0.28064993,0,0
1_1_2_44_191_0,0.0442,0.0487,0.0694,0.0867,0.1065,0.110826395,-0.28064993,0,0
1_1_2_44_192_0,0.0725,0.0771,0.0794,0.0855,0.1202,0.036992118,-0.051660515,0,0
1_1_2_44_194_0,0.0951,0.1144,0.1326,0.2184,0.1995,0.24444444,-0.3125,0,0
1_1_2_44_195_0,0.1089,0.1227,0.1399,0.181,0.1971,0.12807728,-0.19196576,0,0
1_1_2_44_196_0,0.1089,0.1227,0.1399,0.181,0.1971,0.12807728,-0.19196576,0,0
1_1_2_44_199_0,0.0506,0.0551,0.0527,0.0666,0.0902,0.11651299,-0.094494656,0,0
1_1_2_45_0_0,0.1043,0.1171,0.1271,0.1483,0.1537,0.07697894,-0.117558405,0,0
1_1_2_45_1_0,0.1043,0.1171,0.1271,0.1483,0.1537,0.07697894,-0.117558405,0,0
1_1_2_45_2_0,0.0873,0.09,0.1053,0.1238,0.1387,0.08075076,-0.15809168,0,0
1_1_2_45_3_0,0.093,0.1039,0.1154,0.1359,0.143,0.0815758,-0.13344453,0,0
1_1_2_45_6_0,0.0557,0.066,0.0638,0.0827,0.1233,0.12901025,-0.112306654,0,0
1_1_2_45_9_0,0.0488,0.0559,0.0619,0.0713,0.1352,0.07057057,-0.121069185,0,0
1_1_2_45_10_0,0.0488,0.0559,0.0619,0.0713,0.1352,0.07057057,-0.121069185,0,0
1_1_2_45_11_0,0.0585,0.071,0.0778,0.1028,0.1611,0.13842747,-0.18296893,0,0
1_1_2_45_13_0,0.0442,0.0527,0.0613,0.1119,0.1491,0.29214782,-0.3596598,0,0
1_1_2_45_14_0,0.0442,0.0527,0.0613,0.1119,0.1491,0.29214782,-0.3596598,0,0
1_1_2_45_15_0,0.0574,0.0669,0.0746,0.0908,0.141,0.09794438,-0.15155359,0,0
1_1_2_45_17_0,0.0659,0.0742,0.0841,0.1018,0.1499,0.09521248,-0.15681818,0,0
1_1_2_45_18_0,0.0659,0.0742,0.0841,0.1018,0.1499,0.09521248,-0.15681818,0,0
1_1_2_45_23_0,0.1028,0.1199,0.139,0.1544,0.1437,0.05248807,-0.1257747,0,0
1_1_2_45_24_0,0.1559,0.1765,0.2011,0.2178,0.1715,0.039866317,-0.10474258,0,0
1_1_2_45_25_0,0.1559,0.1765,0.2011,0.2178,0.1715,0.039866317,-0.10474258,0,0
1_1_2_45_26_0,0.1387,0.1606,0.1798,0.2044,0.1732,0.06402915,-0.12,0,0
1_1_2_45_27_0,0.1238,0.1441,0.1624,0.1857,0.1698,0.06693479,-0.12613705,0,0
1_1_2_45_28_0,0.1185,0.1287,0.1347,0.1957,0.1958,0.1846247,-0.20653515,0,0
1_1_2_45_31_0,0.163,0.1752,0.1794,0.2332,0.2317,0.13039263,-0.14201763,0,0
1_1_2_45_35_0,0.1217,0.1325,0.1462,0.1607,0.1582,0.04724666,-0.09618008,0,0
1_1_2_45_37_0,0.1043,0.1128,0.1156,0.1461,0.1654,0.11654566,-0.12862109,0,0
1_1_2_45_42_0,0.1491,0.1649,0.1931,0.2102,0.1967,0.0424002,-0.120767795,0,0
1_1_2_45_43_0,0.1919,0.2127,0.2409,0.2615,0.21,0.041003186,-0.10291016,0,0
1_1_2_45_44_0,0.1919,0.2127,0.2409,0.2615,0.21,0.041003186,-0.10291016,0,0
1_1_2_45_45_0,0.1484,0.1699,0.1983,0.22,0.1949,0.05187664,-0.12849449,0,0
1_1_2_45_48_0,0.0892,0.0979,0.103,0.1642,0.1759,0.22904192,-0.2529569,0,0
1_1_2_45_49_0,0.1378,0.1491,0.1533,0.2077,0.1946,0.15069252,-0.16423766,0,0
1_1_2_45_50_0,0.1094,0.1231,0.1379,0.2171,0.1933,0.22309859,-0.27630806,0,0
1_1_2_45_53_0,0.0716,0.0769,0.0805,0.0958,0.1332,0.08678389,-0.10943833,0,0
1_1_2_45_55_0,0.0519,0.0553,0.0608,0.0878,0.1133,0.18169583,-0.2271139,0,0
1_1_2_45_56_0,0.0405,0.0468,0.0516,0.0803,0.0974,0.21758908,-0.26357198,0,0
1_1_2_45_60_0,0.086,0.0942,0.1014,0.1463,0.1607,0.18126766,-0.21663202,0,0
1_1_2_45_61_0,0.0981,0.1149,0.1279,0.1652,0.1698,0.12726033,-0.17957872,0,0
1_1_2_45_63_0,0.0932,0.111,0.1228,0.1498,0.1857,0.09904622,-0.148773,0,0
1_1_2_45_65_0,0.0731,0.0878,0.0979,0.1143,0.1471,0.07728558,-0.1311232,0,0
1_1_2_45_66_0,0.03,0.0411,0.0505,0.064,0.1225,0.11790393,-0.21788773,0,0
1_1_2_45_69_0,0.031,0.0363,0.0372,0.0541,0.1109,0.18510406,-0.19690265,0,0
1_1_2_45_70_0,0.0357,0.0441,0.0462,0.0887,0.1157,0.3150482,-0.33584338,0,0
1_1_2_45_78_0,0.116,0.1272,0.1278,0.1692,0.1618,0.13939394,-0.1417004,0,0
1_1_2_45_80_0,0.1248,0.1359,0.1426,0.1681,0.1695,0.08207274,-0.10592105,0,0
1_1_2_45_81_0,0.0655,0.0799,0.0818,0.1487,0.163,0.29023862,-0.3009624,0,0
1_1_2_45_83_0,0.0982,0.1104,0.1249,0.1549,0.1767,0.10721944,-0.16773464,0,0
1_1_2_45_91_0,0.0835,0.0948,0.091,0.1454,0.1413,0.23011844,-0.21065779,0,0
1_1_2_45_93_0,0.0541,0.0587,0.0624,0.0756,0.1061,0.09565217,-0.12583768,0,0
1_1_2_45_94_0,0.1896,0.2124,0.2078,0.2246,0.1515,0.038852915,-0.02791762,0,0
1_1_2_45_97_0,0.1413,0.1621,0.1851,0.2266,0.2253,0.10080156,-0.16593774,0,0
1_1_2_45_98_0,0.082,0.0923,0.1022,0.1472,0.1484,0.18043303,-0.22922756,0,0
1_1_2_45_99_0,0.0751,0.0803,0.0865,0.1019,0.1357,0.081740975,-0.118551046,0,0
1_1_2_45_100_0,0.0769,0.0803,0.0913,0.1102,0.1444,0.09379653,-0.15695538,0,0
1_1_2_45_107_0,0.0555,0.0609,0.0665,0.0949,0.1301,0.17596035,-0.2182285,0,0
1_1_2_45_113_0,0.1356,0.1461,0.1469,0.1667,0.1701,0.063137755,-0.06585678,0,0
1_1_2_45_116_0,0.0762,0.0857,0.0942,0.1323,0.1472,0.16821192,-0.21376146,0,0
1_1_2_45_118_0,0.0494,0.0517,0.0558,0.0715,0.1084,0.12333071,-0.16071428,0,0
1_1_2_45_126_0,0.0955,0.1039,0.109,0.1318,0.1438,0.094684385,-0.11837081,0,0
1_1_2_45_128_0,0.1074,0.1174,0.1209,0.1734,0.2021,0.1783894,-0.19257222,0,0
1_1_2_45_129_0,0.1074,0.1174,0.1209,0.1734,0.2021,0.1783894,-0.19257222,0,0
1_1_2_45_130_0,0.0955,0.1068,0.1153,0.1481,0.1643,0.124525435,-0.16202432,0,0
1_1_2_45_131_0,0.0838,0.0991,0.1061,0.122,0.1593,0.06970627,-0.10357305,0,0
1_1_2_45_133_0,0.0781,0.0873,0.0925,0.1072,0.1142,0.07361042,-0.10231362,0,0
1_1_2_45_135_0,0.1006,0.1141,0.1263,0.1461,0.1458,0.07268722,-0.12298232,0,0
1_1_2_45_136_0,0.1006,0.1141,0.1263,0.1461,0.1458,0.07268722,-0.12298232,0,0
1_1_2_45_137_0,0.0647,0.0725,0.077,0.0903,0.1244,0.07949791,-0.10933661,0,0
1_1_2_45_139_0,0.0599,0.0607,0.064,0.0769,0.1183,0.09155429,-0.117732555,0,0
1_1_2_45_140_0,0.0599,0.0607,0.064,0.0769,0.1183,0.09155429,-0.117732555,0,0
1_1_2_45_141_0,0.0606,0.0657,0.0696,0.0842,0.1047,0.09492848,-0.12341561,0,0
1_1_2_45_142_0,0.0544,0.0565,0.0601,0.0687,0.0891,0.06677019,-0.09744409,0,0
1_1_2_45_145_0,0.1042,0.113,0.1221,0.1435,0.1428,0.08057229,-0.11890838,0,0
1_1_2_45_146_0,0.112,0.1149,0.1173,0.1295,0.1903,0.04943274,-0.059738133,0,0
1_1_2_45_149_0,0.146,0.1557,0.1653,0.1944,0.1572,0.08090075,-0.110539846,0,0
1_1_2_45_150_0,0.1619,0.1703,0.1742,0.1952,0.1752,0.056848943,-0.06812585,0,0
1_1_2_45_151_0,0.1241,0.1367,0.1547,0.2036,0.2143,0.13647781,-0.19659124,0,0
1_1_2_45_153_0,0.061,0.0659,0.072,0.0942,0.1111,0.13357401,-0.17676452,0,0
1_1_2_45_156_0,0.2102,0.2128,0.2294,0.2403,0.1962,0.023206301,-0.060693003,0,0
1_1_2_45_157_0,0.1894,0.1903,0.2003,0.2117,0.1805,0.027669903,-0.053233832,0,0
1_1_2_45_158_0,0.1837,0.1877,0.2034,0.2174,0.1767,0.03326996,-0.07331523,0,0
1_1_2_45_170_0,0.0515,0.0566,0.061,0.0722,0.0894,0.084084086,-0.12111801,0,0
1_1_2_45_173_0,0.0638,0.0734,0.0803,0.0971,0.1027,0.09470124,-0.13900293,0,0
1_1_2_45_177_0,0.0457,0.0497,0.0504,0.057,0.0944,0.061452515,-0.06841612,0,0
1_1_2_45_180_0,0.0448,0.0488,0.0501,0.0601,0.0993,0.0907441,-0.10376492,0,0
1_1_2_45_181_0,0.0826,0.087,0.091,0.0933,0.1482,0.012479653,-0.034941763,0,0
1_1_2_45_184_0,0.0833,0.0906,0.088,0.0928,0.0985,0.026548672,-0.011995638,0,0
1_1_2_45_186_0,0.0521,0.0567,0.0611,0.0786,0.0993,0.12526843,-0.16186252,0,0
1_1_2_45_192_0,0.1005,0.1176,0.1316,0.1513,0.1637,0.06963591,-0.1253254,0,0
1_1_2_45_195_0,0.0961,0.1004,0.1091,0.1394,0.1445,0.12193159,-0.16263554,0,0
1_1_2_45_196_0,0.0803,0.0903,0.0987,0.1187,0.1213,0.09199632,-0.13588516,0,0
1_1_2_45_202_0,0.0654,0.0797,0.0781,0.0884,0.0998,0.06186186,-0.051754907,0,0
1_1_2_45_203_0,0.0577,0.072,0.0725,0.0808,0.0922,0.054142203,-0.057591625,0,0
